TeamModel,CoachModel,SquadModel,PlayoffModel,AccuracyScore,ManualAccuracy
GradientBoosting,RandomForest,AdaBoost,LogisticRegression,60.0,73.33333333333333
GradientBoosting,RandomForest,AdaBoost,GradientBoosting,60.0,73.33333333333333
GradientBoosting,RandomForest,AdaBoost,AdaBoost,60.0,73.33333333333333
GradientBoosting,RandomForest,AdaBoost,NaiveBayes,60.0,73.33333333333333
GradientBoosting,GradientBoosting,GradientBoosting,RandomForest,60.0,73.33333333333333
GradientBoosting,GradientBoosting,GradientBoosting,SVC,60.0,73.33333333333333
GradientBoosting,GradientBoosting,GradientBoosting,LogisticRegression,60.0,73.33333333333333
GradientBoosting,AdaBoost,RandomForest,DecisionTree,60.0,73.33333333333333
GradientBoosting,LinearRegression,RandomForest,DecisionTree,60.0,73.33333333333333
GradientBoosting,LinearRegression,RandomForest,LogisticRegression,60.0,73.33333333333333
GradientBoosting,LinearRegression,GradientBoosting,KNN,60.0,73.33333333333333
GradientBoosting,LinearRegression,GradientBoosting,DecisionTree,60.0,73.33333333333333
GradientBoosting,DecisionTree,RandomForest,SVC,60.0,73.33333333333333
GradientBoosting,DecisionTree,RandomForest,MLPClassifier,60.0,73.33333333333333
GradientBoosting,DecisionTree,RandomForest,QuadraticDiscriminantAnalysis,60.0,73.33333333333333
GradientBoosting,DecisionTree,GradientBoosting,MLPClassifier,60.0,73.33333333333333
GradientBoosting,DecisionTree,GradientBoosting,QuadraticDiscriminantAnalysis,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,LogisticRegression,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,AdaBoost,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,NaiveBayes,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,MLPClassifier,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,QuadraticDiscriminantAnalysis,60.0,73.33333333333333
GradientBoosting,DecisionTree,LinearRegression,ExtraTrees,60.0,73.33333333333333
AdaBoost,RandomForest,GradientBoosting,ExtraTrees,60.0,73.33333333333333
AdaBoost,GradientBoosting,GradientBoosting,DecisionTree,60.0,73.33333333333333
AdaBoost,GradientBoosting,GradientBoosting,AdaBoost,60.0,73.33333333333333
AdaBoost,GradientBoosting,GradientBoosting,ExtraTrees,60.0,73.33333333333333
AdaBoost,GradientBoosting,AdaBoost,DecisionTree,60.0,73.33333333333333
AdaBoost,GradientBoosting,AdaBoost,AdaBoost,60.0,73.33333333333333
AdaBoost,GradientBoosting,AdaBoost,NaiveBayes,60.0,73.33333333333333
AdaBoost,GradientBoosting,LinearRegression,MLPClassifier,60.0,73.33333333333333
AdaBoost,GradientBoosting,DecisionTree,RandomForest,60.0,73.33333333333333
AdaBoost,GradientBoosting,DecisionTree,SVC,60.0,73.33333333333333
AdaBoost,AdaBoost,AdaBoost,MLPClassifier,60.0,73.33333333333333
AdaBoost,AdaBoost,AdaBoost,QuadraticDiscriminantAnalysis,60.0,73.33333333333333
AdaBoost,LinearRegression,GradientBoosting,SVC,60.0,73.33333333333333
AdaBoost,LinearRegression,LinearRegression,DecisionTree,60.0,73.33333333333333
AdaBoost,DecisionTree,DecisionTree,RandomForest,60.0,73.33333333333333
LinearRegression,AdaBoost,GradientBoosting,SVC,60.0,73.33333333333333
DecisionTree,GradientBoosting,DecisionTree,KNN,60.0,73.33333333333333
DecisionTree,GradientBoosting,DecisionTree,GradientBoosting,60.0,73.33333333333333
DecisionTree,AdaBoost,DecisionTree,LogisticRegression,60.0,73.33333333333333
DecisionTree,LinearRegression,GradientBoosting,NaiveBayes,60.0,73.33333333333333
DecisionTree,LinearRegression,AdaBoost,DecisionTree,60.0,73.33333333333333
DecisionTree,LinearRegression,DecisionTree,ExtraTrees,60.0,73.33333333333333
DecisionTree,DecisionTree,RandomForest,KNN,60.0,73.33333333333333
DecisionTree,DecisionTree,LinearRegression,AdaBoost,60.0,73.33333333333333
RandomForest,RandomForest,AdaBoost,GradientBoosting,46.666666666666664,73.33333333333333
RandomForest,RandomForest,AdaBoost,AdaBoost,46.666666666666664,73.33333333333333
RandomForest,RandomForest,AdaBoost,NaiveBayes,46.666666666666664,73.33333333333333
RandomForest,GradientBoosting,GradientBoosting,LogisticRegression,46.666666666666664,73.33333333333333
RandomForest,GradientBoosting,DecisionTree,SVC,46.666666666666664,73.33333333333333
RandomForest,AdaBoost,RandomForest,RandomForest,46.666666666666664,73.33333333333333
RandomForest,LinearRegression,GradientBoosting,AdaBoost,46.666666666666664,73.33333333333333
RandomForest,LinearRegression,GradientBoosting,NaiveBayes,46.666666666666664,73.33333333333333
RandomForest,LinearRegression,LinearRegression,MLPClassifier,46.666666666666664,73.33333333333333
RandomForest,LinearRegression,LinearRegression,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
RandomForest,DecisionTree,RandomForest,LogisticRegression,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,RandomForest,MLPClassifier,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,RandomForest,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,GradientBoosting,RandomForest,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,GradientBoosting,GradientBoosting,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,AdaBoost,DecisionTree,46.666666666666664,73.33333333333333
GradientBoosting,RandomForest,AdaBoost,RandomForest,46.666666666666664,73.33333333333333
GradientBoosting,GradientBoosting,RandomForest,SVC,46.666666666666664,73.33333333333333
GradientBoosting,GradientBoosting,DecisionTree,ExtraTrees,46.666666666666664,73.33333333333333
GradientBoosting,AdaBoost,AdaBoost,ExtraTrees,46.666666666666664,73.33333333333333
GradientBoosting,LinearRegression,AdaBoost,DecisionTree,46.666666666666664,73.33333333333333
GradientBoosting,LinearRegression,DecisionTree,GradientBoosting,46.666666666666664,73.33333333333333
GradientBoosting,LinearRegression,DecisionTree,MLPClassifier,46.666666666666664,73.33333333333333
GradientBoosting,LinearRegression,DecisionTree,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
GradientBoosting,DecisionTree,RandomForest,DecisionTree,46.666666666666664,73.33333333333333
AdaBoost,RandomForest,GradientBoosting,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
AdaBoost,RandomForest,DecisionTree,ExtraTrees,46.666666666666664,73.33333333333333
AdaBoost,GradientBoosting,RandomForest,MLPClassifier,46.666666666666664,73.33333333333333
AdaBoost,GradientBoosting,RandomForest,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
AdaBoost,GradientBoosting,LinearRegression,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
AdaBoost,AdaBoost,LinearRegression,LogisticRegression,46.666666666666664,73.33333333333333
AdaBoost,AdaBoost,DecisionTree,AdaBoost,46.666666666666664,73.33333333333333
AdaBoost,AdaBoost,DecisionTree,NaiveBayes,46.666666666666664,73.33333333333333
AdaBoost,LinearRegression,RandomForest,GradientBoosting,46.666666666666664,73.33333333333333
AdaBoost,LinearRegression,GradientBoosting,MLPClassifier,46.666666666666664,73.33333333333333
AdaBoost,LinearRegression,GradientBoosting,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
AdaBoost,LinearRegression,AdaBoost,SVC,46.666666666666664,73.33333333333333
AdaBoost,LinearRegression,LinearRegression,LogisticRegression,46.666666666666664,73.33333333333333
LinearRegression,RandomForest,RandomForest,AdaBoost,46.666666666666664,73.33333333333333
LinearRegression,RandomForest,RandomForest,NaiveBayes,46.666666666666664,73.33333333333333
LinearRegression,RandomForest,AdaBoost,SVC,46.666666666666664,73.33333333333333
LinearRegression,RandomForest,LinearRegression,RandomForest,46.666666666666664,73.33333333333333
LinearRegression,GradientBoosting,GradientBoosting,ExtraTrees,46.666666666666664,73.33333333333333
LinearRegression,LinearRegression,GradientBoosting,RandomForest,46.666666666666664,73.33333333333333
LinearRegression,LinearRegression,GradientBoosting,SVC,46.666666666666664,73.33333333333333
LinearRegression,LinearRegression,AdaBoost,ExtraTrees,46.666666666666664,73.33333333333333
LinearRegression,LinearRegression,DecisionTree,ExtraTrees,46.666666666666664,73.33333333333333
DecisionTree,RandomForest,RandomForest,NaiveBayes,46.666666666666664,73.33333333333333
DecisionTree,RandomForest,DecisionTree,SVC,46.666666666666664,73.33333333333333
DecisionTree,GradientBoosting,LinearRegression,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
DecisionTree,AdaBoost,AdaBoost,QuadraticDiscriminantAnalysis,46.666666666666664,73.33333333333333
DecisionTree,LinearRegression,GradientBoosting,AdaBoost,46.666666666666664,73.33333333333333
DecisionTree,LinearRegression,AdaBoost,RandomForest,46.666666666666664,73.33333333333333
RandomForest,GradientBoosting,RandomForest,RandomForest,33.33333333333333,73.33333333333333
RandomForest,GradientBoosting,LinearRegression,ExtraTrees,33.33333333333333,73.33333333333333
RandomForest,DecisionTree,LinearRegression,ExtraTrees,33.33333333333333,73.33333333333333
AdaBoost,AdaBoost,LinearRegression,GradientBoosting,33.33333333333333,73.33333333333333
LinearRegression,AdaBoost,AdaBoost,SVC,33.33333333333333,73.33333333333333
DecisionTree,RandomForest,AdaBoost,NaiveBayes,33.33333333333333,73.33333333333333
DecisionTree,GradientBoosting,LinearRegression,LogisticRegression,33.33333333333333,73.33333333333333
DecisionTree,DecisionTree,DecisionTree,LogisticRegression,33.33333333333333,73.33333333333333
LinearRegression,AdaBoost,DecisionTree,LogisticRegression,20.0,73.33333333333333
LinearRegression,AdaBoost,DecisionTree,GradientBoosting,20.0,73.33333333333333
GradientBoosting,DecisionTree,AdaBoost,DecisionTree,100.0,60.0
GradientBoosting,DecisionTree,AdaBoost,RandomForest,100.0,60.0
GradientBoosting,DecisionTree,AdaBoost,MLPClassifier,100.0,60.0
GradientBoosting,DecisionTree,AdaBoost,QuadraticDiscriminantAnalysis,100.0,60.0
GradientBoosting,DecisionTree,AdaBoost,ExtraTrees,100.0,60.0
GradientBoosting,DecisionTree,AdaBoost,SVC,86.66666666666667,60.0
GradientBoosting,DecisionTree,AdaBoost,GradientBoosting,86.66666666666667,60.0
RandomForest,RandomForest,RandomForest,DecisionTree,73.33333333333333,60.0
RandomForest,RandomForest,RandomForest,GradientBoosting,73.33333333333333,60.0
RandomForest,RandomForest,RandomForest,AdaBoost,73.33333333333333,60.0
RandomForest,RandomForest,RandomForest,NaiveBayes,73.33333333333333,60.0
RandomForest,DecisionTree,GradientBoosting,KNN,73.33333333333333,60.0
RandomForest,DecisionTree,DecisionTree,KNN,73.33333333333333,60.0
RandomForest,DecisionTree,DecisionTree,DecisionTree,73.33333333333333,60.0
RandomForest,DecisionTree,DecisionTree,LogisticRegression,73.33333333333333,60.0
RandomForest,DecisionTree,DecisionTree,ExtraTrees,73.33333333333333,60.0
GradientBoosting,AdaBoost,RandomForest,RandomForest,73.33333333333333,60.0
GradientBoosting,AdaBoost,RandomForest,LogisticRegression,73.33333333333333,60.0
GradientBoosting,AdaBoost,RandomForest,MLPClassifier,73.33333333333333,60.0
GradientBoosting,AdaBoost,RandomForest,QuadraticDiscriminantAnalysis,73.33333333333333,60.0
GradientBoosting,AdaBoost,GradientBoosting,DecisionTree,73.33333333333333,60.0
GradientBoosting,AdaBoost,GradientBoosting,RandomForest,73.33333333333333,60.0
GradientBoosting,AdaBoost,GradientBoosting,AdaBoost,73.33333333333333,60.0
GradientBoosting,AdaBoost,GradientBoosting,NaiveBayes,73.33333333333333,60.0
GradientBoosting,AdaBoost,GradientBoosting,ExtraTrees,73.33333333333333,60.0
GradientBoosting,AdaBoost,LinearRegression,RandomForest,73.33333333333333,60.0
GradientBoosting,AdaBoost,DecisionTree,DecisionTree,73.33333333333333,60.0
GradientBoosting,AdaBoost,DecisionTree,RandomForest,73.33333333333333,60.0
GradientBoosting,LinearRegression,RandomForest,SVC,73.33333333333333,60.0
GradientBoosting,DecisionTree,AdaBoost,AdaBoost,73.33333333333333,60.0
GradientBoosting,DecisionTree,AdaBoost,NaiveBayes,73.33333333333333,60.0
GradientBoosting,DecisionTree,DecisionTree,KNN,73.33333333333333,60.0
GradientBoosting,DecisionTree,DecisionTree,AdaBoost,73.33333333333333,60.0
GradientBoosting,DecisionTree,DecisionTree,NaiveBayes,73.33333333333333,60.0
AdaBoost,RandomForest,AdaBoost,DecisionTree,73.33333333333333,60.0
AdaBoost,GradientBoosting,AdaBoost,LogisticRegression,73.33333333333333,60.0
AdaBoost,GradientBoosting,AdaBoost,MLPClassifier,73.33333333333333,60.0
AdaBoost,GradientBoosting,AdaBoost,QuadraticDiscriminantAnalysis,73.33333333333333,60.0
AdaBoost,GradientBoosting,AdaBoost,ExtraTrees,73.33333333333333,60.0
AdaBoost,GradientBoosting,DecisionTree,MLPClassifier,73.33333333333333,60.0
AdaBoost,GradientBoosting,DecisionTree,QuadraticDiscriminantAnalysis,73.33333333333333,60.0
AdaBoost,AdaBoost,AdaBoost,SVC,73.33333333333333,60.0
AdaBoost,DecisionTree,AdaBoost,AdaBoost,73.33333333333333,60.0
AdaBoost,DecisionTree,AdaBoost,NaiveBayes,73.33333333333333,60.0
AdaBoost,DecisionTree,LinearRegression,DecisionTree,73.33333333333333,60.0
AdaBoost,DecisionTree,LinearRegression,AdaBoost,73.33333333333333,60.0
AdaBoost,DecisionTree,LinearRegression,ExtraTrees,73.33333333333333,60.0
LinearRegression,RandomForest,GradientBoosting,RandomForest,73.33333333333333,60.0
LinearRegression,GradientBoosting,AdaBoost,SVC,73.33333333333333,60.0
LinearRegression,GradientBoosting,AdaBoost,ExtraTrees,73.33333333333333,60.0
LinearRegression,GradientBoosting,LinearRegression,MLPClassifier,73.33333333333333,60.0
LinearRegression,GradientBoosting,LinearRegression,QuadraticDiscriminantAnalysis,73.33333333333333,60.0
LinearRegression,LinearRegression,LinearRegression,LogisticRegression,73.33333333333333,60.0
LinearRegression,LinearRegression,LinearRegression,GradientBoosting,73.33333333333333,60.0
LinearRegression,LinearRegression,LinearRegression,ExtraTrees,73.33333333333333,60.0
LinearRegression,DecisionTree,GradientBoosting,LogisticRegression,73.33333333333333,60.0
LinearRegression,DecisionTree,GradientBoosting,GradientBoosting,73.33333333333333,60.0
DecisionTree,GradientBoosting,DecisionTree,LogisticRegression,73.33333333333333,60.0
DecisionTree,LinearRegression,RandomForest,KNN,73.33333333333333,60.0
DecisionTree,LinearRegression,RandomForest,DecisionTree,73.33333333333333,60.0
DecisionTree,DecisionTree,RandomForest,SVC,73.33333333333333,60.0
DecisionTree,DecisionTree,RandomForest,AdaBoost,73.33333333333333,60.0
RandomForest,RandomForest,AdaBoost,RandomForest,60.0,60.0
RandomForest,RandomForest,DecisionTree,KNN,60.0,60.0
RandomForest,RandomForest,DecisionTree,MLPClassifier,60.0,60.0
RandomForest,RandomForest,DecisionTree,QuadraticDiscriminantAnalysis,60.0,60.0
RandomForest,GradientBoosting,GradientBoosting,GradientBoosting,60.0,60.0
RandomForest,GradientBoosting,DecisionTree,MLPClassifier,60.0,60.0
RandomForest,GradientBoosting,DecisionTree,QuadraticDiscriminantAnalysis,60.0,60.0
RandomForest,AdaBoost,RandomForest,SVC,60.0,60.0
RandomForest,AdaBoost,AdaBoost,MLPClassifier,60.0,60.0
RandomForest,AdaBoost,AdaBoost,QuadraticDiscriminantAnalysis,60.0,60.0
RandomForest,AdaBoost,DecisionTree,AdaBoost,60.0,60.0
RandomForest,LinearRegression,DecisionTree,DecisionTree,60.0,60.0
RandomForest,LinearRegression,DecisionTree,ExtraTrees,60.0,60.0
RandomForest,DecisionTree,RandomForest,SVC,60.0,60.0
GradientBoosting,RandomForest,GradientBoosting,KNN,60.0,60.0
GradientBoosting,RandomForest,GradientBoosting,AdaBoost,60.0,60.0
GradientBoosting,RandomForest,GradientBoosting,NaiveBayes,60.0,60.0
GradientBoosting,RandomForest,GradientBoosting,ExtraTrees,60.0,60.0
GradientBoosting,RandomForest,AdaBoost,KNN,60.0,60.0
GradientBoosting,RandomForest,AdaBoost,ExtraTrees,60.0,60.0
GradientBoosting,RandomForest,LinearRegression,DecisionTree,60.0,60.0
GradientBoosting,RandomForest,LinearRegression,RandomForest,60.0,60.0
GradientBoosting,RandomForest,LinearRegression,LogisticRegression,60.0,60.0
GradientBoosting,RandomForest,LinearRegression,ExtraTrees,60.0,60.0
GradientBoosting,GradientBoosting,RandomForest,MLPClassifier,60.0,60.0
GradientBoosting,GradientBoosting,RandomForest,QuadraticDiscriminantAnalysis,60.0,60.0
GradientBoosting,AdaBoost,RandomForest,AdaBoost,60.0,60.0
GradientBoosting,AdaBoost,RandomForest,NaiveBayes,60.0,60.0
GradientBoosting,AdaBoost,LinearRegression,KNN,60.0,60.0
GradientBoosting,AdaBoost,LinearRegression,GradientBoosting,60.0,60.0
GradientBoosting,AdaBoost,DecisionTree,SVC,60.0,60.0
GradientBoosting,AdaBoost,DecisionTree,GradientBoosting,60.0,60.0
GradientBoosting,AdaBoost,DecisionTree,ExtraTrees,60.0,60.0
GradientBoosting,LinearRegression,RandomForest,KNN,60.0,60.0
GradientBoosting,LinearRegression,RandomForest,GradientBoosting,60.0,60.0
GradientBoosting,LinearRegression,RandomForest,AdaBoost,60.0,60.0
GradientBoosting,LinearRegression,RandomForest,NaiveBayes,60.0,60.0
GradientBoosting,LinearRegression,GradientBoosting,MLPClassifier,60.0,60.0
GradientBoosting,LinearRegression,GradientBoosting,QuadraticDiscriminantAnalysis,60.0,60.0
GradientBoosting,LinearRegression,GradientBoosting,ExtraTrees,60.0,60.0
GradientBoosting,LinearRegression,AdaBoost,RandomForest,60.0,60.0
GradientBoosting,LinearRegression,AdaBoost,GradientBoosting,60.0,60.0
GradientBoosting,DecisionTree,RandomForest,KNN,60.0,60.0
GradientBoosting,DecisionTree,RandomForest,RandomForest,60.0,60.0
GradientBoosting,DecisionTree,RandomForest,LogisticRegression,60.0,60.0
GradientBoosting,DecisionTree,RandomForest,ExtraTrees,60.0,60.0
GradientBoosting,DecisionTree,GradientBoosting,DecisionTree,60.0,60.0
GradientBoosting,DecisionTree,GradientBoosting,RandomForest,60.0,60.0
GradientBoosting,DecisionTree,GradientBoosting,SVC,60.0,60.0
GradientBoosting,DecisionTree,LinearRegression,RandomForest,60.0,60.0
GradientBoosting,DecisionTree,LinearRegression,GradientBoosting,60.0,60.0
GradientBoosting,DecisionTree,DecisionTree,GradientBoosting,60.0,60.0
AdaBoost,RandomForest,GradientBoosting,RandomForest,60.0,60.0
AdaBoost,RandomForest,GradientBoosting,MLPClassifier,60.0,60.0
AdaBoost,GradientBoosting,RandomForest,KNN,60.0,60.0
AdaBoost,GradientBoosting,RandomForest,ExtraTrees,60.0,60.0
AdaBoost,GradientBoosting,GradientBoosting,SVC,60.0,60.0
AdaBoost,GradientBoosting,GradientBoosting,LogisticRegression,60.0,60.0
AdaBoost,GradientBoosting,GradientBoosting,QuadraticDiscriminantAnalysis,60.0,60.0
AdaBoost,GradientBoosting,LinearRegression,KNN,60.0,60.0
AdaBoost,GradientBoosting,LinearRegression,DecisionTree,60.0,60.0
AdaBoost,GradientBoosting,LinearRegression,AdaBoost,60.0,60.0
AdaBoost,AdaBoost,GradientBoosting,GradientBoosting,60.0,60.0
AdaBoost,AdaBoost,AdaBoost,RandomForest,60.0,60.0
AdaBoost,AdaBoost,AdaBoost,LogisticRegression,60.0,60.0
AdaBoost,DecisionTree,GradientBoosting,NaiveBayes,60.0,60.0
AdaBoost,DecisionTree,AdaBoost,KNN,60.0,60.0
AdaBoost,DecisionTree,AdaBoost,DecisionTree,60.0,60.0
AdaBoost,DecisionTree,AdaBoost,MLPClassifier,60.0,60.0
AdaBoost,DecisionTree,DecisionTree,MLPClassifier,60.0,60.0
AdaBoost,DecisionTree,DecisionTree,QuadraticDiscriminantAnalysis,60.0,60.0
LinearRegression,RandomForest,RandomForest,MLPClassifier,60.0,60.0
LinearRegression,RandomForest,RandomForest,QuadraticDiscriminantAnalysis,60.0,60.0
LinearRegression,RandomForest,GradientBoosting,KNN,60.0,60.0
LinearRegression,RandomForest,GradientBoosting,DecisionTree,60.0,60.0
LinearRegression,GradientBoosting,RandomForest,ExtraTrees,60.0,60.0
LinearRegression,GradientBoosting,GradientBoosting,KNN,60.0,60.0
LinearRegression,GradientBoosting,GradientBoosting,DecisionTree,60.0,60.0
LinearRegression,GradientBoosting,GradientBoosting,SVC,60.0,60.0
LinearRegression,GradientBoosting,LinearRegression,KNN,60.0,60.0
LinearRegression,GradientBoosting,LinearRegression,DecisionTree,60.0,60.0
LinearRegression,AdaBoost,RandomForest,LogisticRegression,60.0,60.0
LinearRegression,AdaBoost,RandomForest,GradientBoosting,60.0,60.0
LinearRegression,AdaBoost,GradientBoosting,MLPClassifier,60.0,60.0
LinearRegression,AdaBoost,GradientBoosting,QuadraticDiscriminantAnalysis,60.0,60.0
LinearRegression,LinearRegression,RandomForest,KNN,60.0,60.0
LinearRegression,LinearRegression,RandomForest,DecisionTree,60.0,60.0
LinearRegression,LinearRegression,DecisionTree,KNN,60.0,60.0
LinearRegression,LinearRegression,DecisionTree,DecisionTree,60.0,60.0
LinearRegression,DecisionTree,GradientBoosting,ExtraTrees,60.0,60.0
LinearRegression,DecisionTree,AdaBoost,KNN,60.0,60.0
LinearRegression,DecisionTree,AdaBoost,DecisionTree,60.0,60.0
LinearRegression,DecisionTree,AdaBoost,ExtraTrees,60.0,60.0
LinearRegression,DecisionTree,LinearRegression,KNN,60.0,60.0
LinearRegression,DecisionTree,LinearRegression,DecisionTree,60.0,60.0
DecisionTree,RandomForest,RandomForest,GradientBoosting,60.0,60.0
DecisionTree,RandomForest,LinearRegression,DecisionTree,60.0,60.0
DecisionTree,RandomForest,DecisionTree,RandomForest,60.0,60.0
DecisionTree,GradientBoosting,DecisionTree,NaiveBayes,60.0,60.0
DecisionTree,AdaBoost,RandomForest,LogisticRegression,60.0,60.0
DecisionTree,AdaBoost,RandomForest,GradientBoosting,60.0,60.0
DecisionTree,AdaBoost,DecisionTree,RandomForest,60.0,60.0
DecisionTree,LinearRegression,AdaBoost,KNN,60.0,60.0
DecisionTree,LinearRegression,AdaBoost,QuadraticDiscriminantAnalysis,60.0,60.0
DecisionTree,LinearRegression,DecisionTree,AdaBoost,60.0,60.0
DecisionTree,LinearRegression,DecisionTree,MLPClassifier,60.0,60.0
DecisionTree,DecisionTree,RandomForest,RandomForest,60.0,60.0
RandomForest,RandomForest,GradientBoosting,MLPClassifier,46.666666666666664,60.0
RandomForest,RandomForest,GradientBoosting,QuadraticDiscriminantAnalysis,46.666666666666664,60.0
RandomForest,RandomForest,AdaBoost,LogisticRegression,46.666666666666664,60.0
